"fact_review_id","bank_id","branch_id","location_id","sentiment_id","review_text","relative_topic","topic_meaning","rating","review_date","language","bank_name","branch_name","location","sentiment_label"
"2575","12","71","111","2","j était client a tijary puis j ai fait la connaissance de jalal le directeur qui ns a changer l idées sur la banque islamique al yousr moi et mon père nous somme désormais client ce sont des gent très professionnel je dépasse meme ps 5 min pour une opération je recommande bank al yousr",1,"Autre sujet bancaire",5,"2025-02-21 00:00:00","fr","Bank Al Yousr","Bank Al Yousr - Agence Allal Al Fassi J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","Positive"
"2576","1","101","33","1","mauvais service",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Dakhla, Mohammedia. 59 Bd de Sebta, Mohammédia 28800 ","59 Bd de Sebta, Mohammédia 28800 ","Negative"
"2577","1","40","32","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Daoudiate شارع فلسطين, Marrakech 40000 ","شارع فلسطين, Marrakech 40000 ","Negative"
"2578","1","126","11","1","ça fait un mois que jai fait une réclamation pour un montant prélevé sur un site frauduleux sans confirmation de ma part ni sms ni rien                     jappelle presque tous les jours et une fois jai eu la réponse on ma envoyé des captures décran écris en anglais et incomprise je pense que même eux non rien compris disant quils peuvent pas faire de remboursement et que je peux faire une autre contestation je suis cliente ça fait plus de 10 ans je regrette de lavoir été",1,"Autre sujet bancaire",1,"2024-11-27 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Negative"
"2579","7","78","121","2","siège du groupe bcp",0,"Qualité du service et relation client",4,"2023-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Positive"
"2580","1","51","67","1","service nul mes demandes jamais réalisés aucune considération jy viens une fois par an mais cette banque est un enfer en tout point le personnel est incompétent vivant à létranger je nai jamais vu une banque aussi incapable la prochaine fois que je vais my rendre cest pour clôturer mes comptes et assurances la concurrence est bien plus sérieuse",3,"Frais bancaires et gestion des comptes",1,"2025-02-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Negative"
"2581","1","126","11","1","une des pires banques avec lesquelles jai eu affaire je me suis plaint deux fois du même problème et jattends depuis 2 mois en vain mon problème nest jamais résolu  ils ne demandent jamais de mise à jour et ne répondent jamais au téléphone je ne sais pas sils ont un centre dappels car il ny a pas non plus divr le téléphone continue de sonner puis raccroche leur service client est inutile la banque en ligne est très basique je ne recommande pas du tout de traiter avec cette banque le pire du pire",4,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Negative"
"2582","1","23","43","1","accueillir
nous sommes désolés de navoir pas pu répondre à vos attentes
nous vous invitons à nous contacter au 4747 ou à reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH BANK X7X3+FCF Place La Mosquee، C.commercial, Av. Moulay Said Alaoui, Sala Al Jadida 11102 ","X7X3+FCF Place La Mosquee، C.commercial, Av. Moulay Said Alaoui, Sala Al Jadida 11102 ","Negative"
"2583","1","54","104","1","cih abraj zaitoun est la pire agence que jai jamais fréquenté vous attendez plus dune heure vu quil ny a quun seul guichet de retrait et un seul chargé de clientèle aucune organisation du coup nimporte qui peut passer avant son tour et si tu te pleins personne ne réagit normal et au final on est mal traité par la personne  à la caisse de retrait quand on veut retirer son propre argent",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH MARRAKECH HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","Negative"
"2584","7","78","121","1","la paix soit sur vous mon père est décédé le 10122020 il avait un compte à la banque shuaibi située rue dakhla sabta casablanca ce dernier a reçu tous les documents requis et maintenant 7 mois se sont écoulés et nous navons pas reçu notre part de largent malgré son petit montant et nous nous sentons tergiversés dans le travail malgré plusieurs passages à la banque susmentionnée",1,"Autre sujet bancaire",1,"2022-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Negative"
"2585","1","91","65","1","le service est bien mais il est très lent  car il y a quun seul agent de caisse cest pas suffisant",0,"Qualité du service et relation client",2,"2024-09-27 00:00:00","fr","CIH Bank","CIH Bank Rue de Goulmima Amperes, S.belyout, Casablanca 20000 ","Rue de Goulmima Amperes, S.belyout, Casablanca 20000 ","Negative"
"2586","11","36","46","1","parfois les contacts et les services ne sont pas à la hauteur
parfois les contacts et les services ne sont pas à la hauteur
dans
parfois les contacts et les services ne sont pas égaux
parfois les contacts et les services ne sont pas égauxparfois les contacts et les services ne sont pas égaux",0,"Qualité du service et relation client",5,"2024-05-11 00:00:00","fr","Bank of Africa (BOA)","Bank of Africa 7C6R+J4H, Av. Bacha Abdelhamid El Alaoui, Kénitra ","7C6R+J4H, Av. Bacha Abdelhamid El Alaoui, Kénitra ","Negative"
"2587","7","78","121","1","sentir le tajine midi les beignets le matin et attendre un mois pour traiter un dossier qui ne prend que un quart dheures oui elle est effectivement populiste et manque dun siècle de retard sur les standards internationaux on neput pas avoir de service client pour ameliorer le service beaucoup de directeurs doivent être licenciés pour savoir ce que cest lattente dune décision y compris le plus payé denrée eux",0,"Qualité du service et relation client",1,"2017-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Negative"
"2588","1","38","124","1","service nul la satisfaction du client nest pas au centre dintérêt de lagence on impose louverture de compte en ligne alors que le système nest pas opérationnel à 100 3 semaines et le compte na pas encore été ouvert",1,"Autre sujet bancaire",1,"2020-05-11 00:00:00","fr","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"2589","6","65","107","1","sil y avait moins quune étoile je laurai noté
la pire agence de toute lhistoire des banques mon père client chez eux depuis plus de 20 ans ils le faisaient partir et revenir tous les deux jours pour manque de cin ajustement de données
aussi ils décident de bloquer et réduire à zéro tous les plafonds des cartes bancaires alors que jen avais besoin au supermarché

une vraie catastrophe indigne dêtre appelée une banque",3,"Frais bancaires et gestion des comptes",1,"2025-02-11 00:00:00","fr","Banque Marocaine pour le Commerce et l'Industrie (BMCI)","BMCI Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Negative"
"2590","6","65","107","1","sil y avait moins quune étoile je laurai noté
la pire agence de toute lhistoire des banques mon père client chez eux depuis plus de 20 ans ils le faisaient partir et revenir tous les deux jours pour manque de cin ajustement de données
aussi ils décident de bloquer et réduire à zéro tous les plafonds des cartes bancaires alors que jen avais besoin au supermarché

une vraie catastrophe indigne dêtre appelée une banque",3,"Frais bancaires et gestion des comptes",1,"2025-02-21 00:00:00","fr","Banque Marocaine pour le Commerce et l'Industrie (BMCI)","BMCI Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Negative"
"2591","1","64","51","1","le pire service bancaire que jai vu jusquà présent dans ma vie je voudrais donner 0 étoile au lieu de 1 mais malheureusement pas disponible ici les services sont très médiocres il ny a quune seule fille à la banque postale parfois deux personnes le système est vraiment malade ne fonctionne pas jai essayé de mettre de largent sur mon compte bancaire et jy suis allé pendant presque 3 jours parfois ils disent quil ny a pas de réseau parfois le système ne fonctionne pas mais parfois de nombreux clients attendent à lintérieur et à lextérieur de lagence cest très mauvais",1,"Autre sujet bancaire",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Bab Agnaou Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Negative"
"2592","1","19","21","1","cih hay sadri
toujours la faute du système  système ne marche pas système hors service  même pour retirer une carte ah cest pas possible à cause du système  alors que retirer une nouvelle carte ne nécessite pas une activation ni une intervention de leurs part bref  quand ils ont pas envie de travailler ils disent que le système ne marche pas à fouir
ps  même la personne qui ouvre la porte ne se comporte pas bien avec la clientèle",3,"Frais bancaires et gestion des comptes",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Lot 19 Et 22، Bloc 8 Av. du 10 Mars 1982, Casablanca 20000 ","Lot 19 Et 22، Bloc 8 Av. du 10 Mars 1982, Casablanca 20000 ","Negative"
"2593","13","73","81","1","bonjour pas daccueil aucun professionalisme le personnel vous regarde et ne vous pose aucune question ni bonjour ni que puisje pour vous  limite vous devez rentrer a la sauvage et vous imposer de suite sincérement éviter cet agence et économiser du temps",4,"Qualité du service et relation client",1,"2023-05-11 00:00:00","fr","Bank As-Safa","Bank Assafa J2F5+PXG, Marrakesh 40000 ","J2F5+PXG, Marrakesh 40000 ","Negative"
"2594","1","25","13","3","il semble que la cih bank impose des restrictions sur lutilisation de certaines cartes visa pour les achats en ligne notamment pour des services comme netflix cela peut être frustrant pour les étrangers souhaitant effectuer des paiements",0,"Qualité du service et relation client",1,"2025-02-27 00:00:00","fr","CIH Bank","CIH Bank 7 Av. Al Abtal, Rabat 10000 ","7 Av. Al Abtal, Rabat 10000 ","Neutral"
"2595","1","45","15","1","mon expérience aussi petite qu elle soit et heureusement concernant cette banque c est quil ny a aucune transparence pas de possibilité de création de compte depuis 3 jours que je pars en agencele système ne marche pas pas de possibilité de création de compte en ligne personne ne répond au chat  c est vraiment une banque de souk je recommande pour ceux qui sont nostalgiques des ambiances de souk sinon votre service est exécrable a part les deux ou 3 sourires que lâchent vos commerciaux sans aucun contenu derrière",1,"Autre sujet bancaire",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","Negative"
"2596","1","29","14","1","très mauvais traitement et méconnaissance totale de la part des employés ainsi que du responsable de lagence des évolutions de cih bank en matière de facilitation et de facilitation des transactions clients en plus de lentêtement à écouter les clients et à essayer de comprendre correctement la demande heureusement pour vous il ny a pas de 0 étoiles mais même une étoile est de trop pour vous",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Abdelmoumen، Rue Velasquez, Casablanca 20000 ","Boulevard Abdelmoumen، Rue Velasquez, Casablanca 20000 ","Negative"
"2597","1","34","59","1","service très médiocre voire nul
jai eu  une très mauvaise expérience avec lagence izdihar 175
je voulais clôturer mon compte a cause justement de leur service médiocre qui est ouvert initialement a rabat
le chef dagence ma fait attendre 2h30 hier pour ensuite me dire que je dois revenir le lendemain deja dans son bureau il a pris en continu des appelles privées et il rigolais avec ses potes au téléphone devant moi  aucun sens de professionnalisme
aujourdhui il me dit que ca sera pas possible et que je devais me déplacer a rabat il tient pas compte des conditions sanitaires et même en état normal il est possible de clôturer un compte dans nimporte quelle agence pour les autres banques


attention  le chef dagence na aucune considération au temps des clients",1,"Autre sujet bancaire",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Al Izdihar Marrakech ","Marrakech ","Negative"
